,Sentence #,Word,Tag
84048,Sentence 4366,264,principal_street
84049,,79D5,building
84050,,apto.,rw
84051,,90,apartment
84052,,antre,rw
84053,,Ave,rw
84054,,5,first_side_street
84055,,y,rw
84056,,5,second_side_street
84057,,@,second_side_street
84058,," , ",rw
84059,,BARLOVENTO,locality
84060,," , ",rw
84061,,m.,rw
84062,,PLAYA,municipality
84063,,CIUDAD,province
84064,,DE,province
84065,,LA,province
84066,,HABANA,province
84067,Sentence 4367,calle,rw
84068,,264,principal_street
84069,,edificio,rw
84070,,C,building
84071,,apart.,rw
84072,,nro.,rw
84073,,C20,apartment
84074,,entre,rw
84075,,Calzada,rw
84076,,5,first_side_street
84077,,y,rw
84078,,QUINTA,second_side_street
84079,,A,second_side_street
84080,," , ",rw
84081,,BARLOVENTO,locality
84082,," , ",rw
84083,,PLAYA,municipality
84084,," , ",rw
84085,,CIUDAD,province
84086,,DE,province
84087,,LA,province
84088,,HABANA,province
84089,Sentence 4368,264,principal_street
84090,,edif,rw
84091,,1217B3,building
84092,,entre,rw
84093,,calle,rw
84094,,5,first_side_street
84095,,y,rw
84096,,Ctra,rw
84097,,5TA,second_side_street
84098,,A,second_side_street
84099,,BARLOVENTO,locality
84100,," , ",rw
84101,,PLAYA,municipality
84102,," , ",rw
84103,,CIUDAD,province
84104,,DE,province
84105,,LA,province
84106,,HABANA,province
84107,Sentence 4369,edif,rw
84108,,9D38,building
84109,,BARLOVENTO,locality
84110,,CIUDAD,province
84111,,DE,province
84112,,LA,province
84113,,HABANA,province
84114,,PLAYA,municipality
84115,,264,principal_street
84116,,entre,rw
84117,,5TA,first_side_street
84118,,avenida,rw
84119,,y,rw
84120,,5,second_side_street
84121,,A,second_side_street
84122,Sentence 4370,carretera,rw
84123,,264,principal_street
84124,,e/,rw
84125,,5TA,first_side_street
84126,,carretera,rw
84127,,y,rw
84128,,avenida,rw
84129,,QUINTA,second_side_street
84130,,A,second_side_street
84131,," , ",rw
84132,,BARLOVENTO,locality
84133,,PLAYA,municipality
84134,," , ",rw
84135,,CIUDAD,province
84136,,DE,province
84137,,LA,province
84138,,HABANA,province
84139,Sentence 4371,264,principal_street
84140,,e/c,rw
84141,,5TA,first_side_street
84142,,y,rw
84143,,5TA,second_side_street
84144,,A,second_side_street
84145,," , ",rw
84146,,BARLOVENTO,locality
84147,," , ",rw
84148,,PLAYA,municipality
84149,," , ",rw
84150,,CIUDAD,province
84151,,DE,province
84152,,LA,province
84153,,HABAN@,province
84154,Sentence 4372,264,principal_street
84155,,entre,rw
84156,,13,first_side_street
84157,,y,rw
84158,,264,second_side_street
84159,," , ",rw
84160,,reparto,rw
84161,,PLAYA,locality
84162,,SANTA,locality
84163,,FE,locality
84164,,PLAYA,municipality
84165,," , ",rw
84166,,CIUDAD,province
84167,,DE,province
84168,,LA,province
84169,,HABANA,province
84170,Sentence 4373,264,principal_street
84171,,e/c,rw
84172,,19,first_side_street
84173,,y,rw
84174,,21,second_side_street
84175,,rpt,rw
84176,,ALTURAS,locality
84177,,DE,locality
84178,,JAIMANITAS,locality
84179,,PLAYA,municipality
84180,," , ",rw
84181,,CIUDAD,province
84182,,DE,province
84183,,LA,province
84184,,HABANA,province
84185,Sentence 4374,Calzada,rw
84186,,264,principal_street
84187,,edificio,rw
84188,,F27,building
84189,,apt.,rw
84190,,71,apartment
84191,,entre,rw
84192,,calle,rw
84193,,264,first_side_street
84194,,A,first_side_street
84195,,y,rw
84196,,calle,rw
84197,,17,second_side_street
84198,,B,second_side_street
84199,,ciudad,rw
84200,,ALTURAS,locality
84201,,DE,locality
84202,,JAIMANITAS,locality
84203,," , ",rw
84204,,PLAYA,municipality
84205,," , ",rw
84206,,CIUDAD,province
84207,,DE,province
84208,,LA,province
84209,,HABANA,province
84210,Sentence 4375,Ave,rw
84211,,264,principal_street
84212,,ed,rw
84213,,1B4688,building
84214,,ap,rw
84215,,6J0,apartment
84216,,e\c,rw
84217,,17,first_side_street
84218,,B,first_side_street
84219,,y,rw
84220,,calle,rw
84221,,19,second_side_street
84222,," , ",rw
84223,,ALTURAS,locality
84224,,DE,locality
84225,,JAIMANITAS,locality
84226,," , ",rw
84227,,PLAYA,municipality
84228,,CIUDAD,province
84229,,DE,province
84230,,LA,province
84231,,HABANA,province
84232,Sentence 4376,Ave.,rw
84233,,264,principal_street
84234,,ed,rw
84235,,num,rw
84236,,73F96,building
84237,,entre,rw
84238,,21,first_side_street
84239,,A,first_side_street
84240,,y,rw
84241,,calle,rw
84242,,21,second_side_street
84243,," , ",rw
84244,,ALTURAS,locality
84245,,DE,locality
84246,,JAIMANITAS,locality
84247,," , ",rw
84248,,PLAYA,municipality
84249,,CIUDAD,province
84250,,DE,province
84251,,LA,province
84252,,HABANA,province
84253,Sentence 4377,ca,rw
84254,,264,principal_street
84255,,entre,rw
84256,,calles,rw
84257,,calz.,rw
84258,,5,first_side_street
84259,,D,first_side_street
84260,,y,rw
84261,,5,second_side_street
84262,,E,second_side_street
84263,,edf,rw
84264,,D2720,building
84265,,aptto,rw
84266,,46,apartment
84267,," , ",rw
84268,,PLAYA,locality
84269,,SANTA,locality
84270,,FE,locality
84271,,PLAYA,municipality
84272,,CIUDAD,province
84273,,Da,province
84274,,LA,province
84275,,HABANA,province
84276,Sentence 4378,avenida,rw
84277,,264,principal_street
84278,,edf,rw
84279,,H,building
84280,,ap,rw
84281,,33,apartment
84282,,e/,rw
84283,,calle,rw
84284,,5,first_side_street
84285,,D,first_side_street
84286,,y,rw
84287,,QUINTA,second_side_street
84288,,E,second_side_street
84289,," , ",rw
84290,,PLAYA,locality
84291,,SANTA,locality
84292,,FE,locality
84293,,PLAYA,municipality
84294,," , ",rw
84295,,CIUDAD,province
84296,,DE,province
84297,,LA,province
84298,,HABANA,province
84299,Sentence 4379,avenida,rw
84300,,264,principal_street
84301,,EDF,rw
84302,,788,building
84303,,apt,rw
84304,,32I,apartment
84305,,e\c,rw
84306,,5,first_side_street
84307,,D,first_side_street
84308,,y,rw
84309,,5TA,second_side_street
84310,,E,second_side_street
84311,," , ",rw
84312,,reparto,rw
84313,,PLAYA,locality
84314,,SANTA,locality
84315,,FE,locality
84316,," , ",rw
84317,,PLAYA,municipality
84318,," , ",rw
84319,,CIUDAD,province
84320,,DE,province
84321,,LA,province
84322,,HABANA,province
84323,Sentence 4380,264,principal_street
84324,,EDIFICIO,rw
84325,,43395,building
84326,,apto.,rw
84327,,97,apartment
84328,,%,rw
84329,,calz.,rw
84330,,QUINTA,first_side_street
84331,,D,first_side_street
84332,,y,rw
84333,,calle,rw
84334,,5,second_side_street
84335,,E,second_side_street
84336,,PLAYA,locality
84337,,SANTA,locality
84338,,FE,locality
84339,," , ",rw
84340,,PLAYA,municipality
84341,,PROVINCIA,rw
84342,,CIUDAD,province
84343,,DE,province
84344,,LA,province
84345,,HABANA,province
84346,Sentence 4381,264,principal_street
84347,,%,rw
84348,,Calzada,rw
84349,,QUINTA,first_side_street
84350,,D,first_side_street
84351,,y,rw
84352,,QUINTA,second_side_street
84353,,E,second_side_street
84354,," , ",rw
84355,,PLAYA,locality
84356,,SANTA,locality
84357,,FE,locality
84358,,PLAYA,municipality
84359,," , ",rw
84360,,CIUDAD,province
84361,,DE,province
84362,,LA,province
84363,,HABANA,province
84364,Sentence 4382,264,principal_street
84365,,e\c,rw
84366,,QUINTA,first_side_street
84367,,D,first_side_street
84368,,y,rw
84369,,5TA,second_side_street
84370,,E,second_side_street
84371,,edif,rw
84372,,D,building
84373,,apto,rw
84374,,11M,apartment
84375,," , ",rw
84376,,PLAYA,locality
84377,,SANTA,locality
84378,,FE,locality
84379,," , ",rw
84380,,PLAYA,municipality
84381,," , ",rw
84382,,CIUDAD,province
84383,,DE,province
84384,,LA,province
84385,,HABANA,province
84386,Sentence 4383,264,principal_street
84387,,H,building
84388,,apto,rw
84389,,19,apartment
84390,,%,rw
84391,,5TA,first_side_street
84392,,D,first_side_street
84393,,y,rw
84394,,Ave.,rw
84395,,5,second_side_street
84396,,E,second_side_street
84397,," , ",rw
84398,,reparto,rw
84399,,PLAYA,locality
84400,,SANTA,locality
84401,,FE,locality
84402,," , ",rw
84403,,PLAYA,municipality
84404,,CIUDAD,province
84405,,DE,province
84406,,LA,province
84407,,HABANA,province
84408,Sentence 4384,Carr,rw
84409,,64,principal_street
84410,,Edificio,rw
84411,,H664,building
84412,,apart.,rw
84413,,2S,apartment
84414,,e\c,rw
84415,,5TA,first_side_street
84416,,D,first_side_street
84417,,y,rw
84418,,Ave,rw
84419,,QUINTA,second_side_street
84420,,E,second_side_street
84421,,rpt,rw
84422,,PLAYA,locality
84423,,SANTA,locality
84424,,FE,locality
84425,," , ",rw
84426,,PLAYA,municipality
84427,," , ",rw
84428,,CIUDAD,province
84429,,DE,province
84430,,LA,province
84431,,HABANA,province
84432,Sentence 4385,264,principal_street
84433,,e/c,rw
84434,,5TA,first_side_street
84435,,D,first_side_street
84436,,y,rw
84437,,czda.,rw
84438,,5TA,second_side_street
84439,,E,second_side_street
84440,," , ",rw
84441,,PLAYA,locality
84442,,SANTA,locality
84443,,FE,locality
84444,,PLAYA,municipality
84445,," , ",rw
84446,,CIUDAD,province
84447,,DE,province
84448,,LA,province
84449,,HABANA,province
84450,Sentence 4386,265,principal_street
84451,,entre,rw
84452,,calles,rw
84453,,4,first_side_street
84454,,y,rw
84455,,168,second_side_street
84456,," , ",rw
84457,,RIO,locality
84458,,VERDE,locality
84459,," , ",rw
84460,,BOYEROS,municipality
84461,," , ",rw
84462,,CIUDAD,province
84463,,DE,province
84464,,LA,province
84465,,HABANA,province
84466,Sentence 4387,Ave,rw
84467,,265,principal_street
84468,,EDIF.,rw
84469,,887,building
84470,,E/,rw
84471,,190,first_side_street
84472,,y,rw
84473,,168,second_side_street
84474,," , ",rw
84475,,RIO,locality
84476,,VERDE,locality
84477,," , ",rw
84478,,BOYEROS,municipality
84479,," , ",rw
84480,,CIUDAD,province
84481,,DE,province
84482,,LA,province
84483,,HHABANA,province
84484,Sentence 4388,calz,rw
84485,,18,principal_street
84486,,edif,rw
84487,,no,rw
84488,,16567,building
84489,,e/,rw
84490,,calle,rw
84491,,19,first_side_street
84492,,y,rw
84493,,21,second_side_street
84494,," , ",rw
84495,,VEDADO,locality
84496,,PLAZA,municipality
84497,,DE,municipality
84498,,LA,municipality
84499,,REVOLUCION,municipality
84500,," , ",rw
84501,,PROV.,rw
84502,,CIUDAD,province
84503,,DE,province
84504,,LA,province
84505,,HABANA,province
84506,Sentence 4389,409,principal_street
84507,,edf.,rw
84508,,número,rw
84509,,F838,building
84510,,\,rw
84511,,204,first_side_street
84512,,y,rw
84513,,200,second_side_street
84514,,SANTIAGO,locality
84515,,DE,locality
84516,,LAS,locality
84517,,VEGAS,locality
84518,," , ",rw
84519,,BOYEROS,municipality
84520,," , ",rw
84521,,CIUDAD,province
84522,,DE,province
84523,,LA,province
84524,,HABANA,province
84525,Sentence 4390,ave.,rw
84526,,96,principal_street
84527,,ed,rw
84528,,552,building
84529,,apt.,rw
84530,,74R,apartment
84531,,entre,rw
84532,,calles,rw
84533,,czda.,rw
84534,,TERCERA,first_side_street
84535,,B,first_side_street
84536,,y,rw
84537,,TERCERA,second_side_street
84538,,C,second_side_street
84539,," , ",rw
84540,,COJIMAR,locality
84541,," , ",rw
84542,,HABANA,municipality
84543,,DEL,municipality
84544,,ESTE,municipality
84545,," , ",rw
84546,,CIUDAD,province
84547,,DE,province
84548,,LA,province
84549,,HABANA,province
84550,Sentence 4391,96,principal_street
84551,,EDIF.,rw
84552,,no,rw
84553,,B8,building
84554,,apt,rw
84555,,26,apartment
84556,,etr.,rw
84557,,TERCERA,first_side_street
84558,,B,first_side_street
84559,,y,rw
84560,,3RA,second_side_street
84561,,C,second_side_street
84562,," , ",rw
84563,,COJIMAR,locality
84564,," , ",rw
84565,,HABANA,municipality
84566,,DEL,municipality
84567,,ESTE,municipality
84568,," , ",rw
84569,,CIUDAD,province
84570,,DE,province
84571,,LA,province
84572,,HABANA,province
84573,Sentence 4392,96,principal_street
84574,,81G40,building
84575,,e\c,rw
84576,,3RA,first_side_street
84577,,B,first_side_street
84578,,y,rw
84579,,3,second_side_street
84580,,C,second_side_street
84581,," , ",rw
84582,,COJIMAR,locality
84583,," , ",rw
84584,,HABANA,municipality
84585,,DEL,municipality
84586,,ESTE,municipality
84587,,CIUDAD,province
84588,,DE,province
84589,,LA,province
84590,,HABANA,province
84591,Sentence 4393,calle,rw
84592,,96,principal_street
84593,,#,rw
84594,,F28,building
84595,,aptto,rw
84596,,75D,apartment
84597,,entre,rw
84598,,3RA,first_side_street
84599,,B,first_side_street
84600,,y,rw
84601,,calz.,rw
84602,,TERCERA,second_side_street
84603,,C,second_side_street
84604,," , ",rw
84605,,CJIMAR,locality
84606,,HABANA,municipality
84607,,DEL,municipality
84608,,ESTE,municipality
84609,," , ",rw
84610,,CIUDAD,province
84611,,DE,province
84612,,LA,province
84613,,HABANA,province
84614,Sentence 4394,96,principal_street
84615,,edi,rw
84616,,376,building
84617,,apt,rw
84618,,68I,apartment
84619,,e/c,rw
84620,,3RA,first_side_street
84621,,B,first_side_street
84622,,y,rw
84623,,3RA,second_side_street
84624,,C,second_side_street
84625,,COJIMAR,locality
84626,," , ",rw
84627,,HABANA,municipality
84628,,DEL,municipality
84629,,ESTE,municipality
84630,," , ",rw
84631,,CIUDAD,province
84632,,DE,province
84633,,LA,province
84634,,HABANA,province
84635,Sentence 4395,carret,rw
84636,,96,principal_street
84637,,entre,rw
84638,,calles,rw
84639,,3,first_side_street
84640,,y,rw
84641,,3,second_side_street
84642,,A,second_side_street
84643,," , ",rw
84644,,COJIMAR,locality
84645,," , ",rw
84646,,HABANA,municipality
84647,,DEL,municipality
84648,,ESTE,municipality
84649,,CIUDAD,province
84650,,DE,province
84651,,LA,province
84652,,HABANA,province
84653,Sentence 4396,calle,rw
84654,,96,principal_street
84655,,e/c,rw
84656,,3,first_side_street
84657,,y,rw
84658,,TERCERA,second_side_street
84659,,A,second_side_street
84660,," , ",rw
84661,,COJIMAR,locality
84662,," , ",rw
84663,,HABANA,municipality
84664,,DEL,municipality
84665,,ESTE,municipality
84666,," , ",rw
84667,,CIUDAD,province
84668,,DE,province
84669,,LA,province
84670,,HABANA,province
84671,Sentence 4397,carretera,rw
84672,,96,principal_street
84673,,entre,rw
84674,,3,first_side_street
84675,,y,rw
84676,,3RA,second_side_street
84677,,A,second_side_street
84678,," , ",rw
84679,,COJIMAR,locality
84680,," , ",rw
84681,,HABANA,municipality
84682,,DEL,municipality
84683,,ESTE,municipality
84684,," , ",rw
84685,,CIUDAD,province
84686,,DE,province
84687,,LA,province
84688,,HABANA,province
84689,Sentence 4398,ave,rw
84690,,96,principal_street
84691,,EDF,rw
84692,,8G34,building
84693,,apartamento,rw
84694,,13J,apartment
84695,,ent.,rw
84696,,3RA,first_side_street
84697,,y,rw
84698,,calle,rw
84699,,3,second_side_street
84700,,A,second_side_street
84701,," , ",rw
84702,,COJIMAR,locality
84703,,HABANA,municipality
84704,,DEL,municipality
84705,,ESTE,municipality
84706,," , ",rw
84707,,Prov,rw
84708,,CIUDAD,province
84709,,DE,province
84710,,LA,province
84711,,HABANA,province
84712,Sentence 4399,czda.,rw
84713,,96,principal_street
84714,,entre,rw
84715,,3RA,first_side_street
84716,,ave,rw
84717,,y,rw
84718,,calzada,rw
84719,,TERCERA,second_side_street
84720,,A,second_side_street
84721,," , ",rw
84722,,reparto,rw
84723,,COJIMAR,locality
84724,,HABANA,municipality
84725,,DEL,municipality
84726,,ESTE,municipality
84727,,CIUDAD,province
84728,,DE,province
84729,,LA,province
84730,,HABANA,province
84731,Sentence 4400,calzada,rw
84732,,96,principal_street
84733,,/,rw
84734,,3RA,first_side_street
84735,,czda.,rw
84736,,y,rw
84737,,calle,rw
84738,,3RA,second_side_street
84739,,A,second_side_street
84740,," , ",rw
84741,,ciudad,rw
84742,,COJIMAR,locality
84743,," , ",rw
84744,,HABANA,municipality
84745,,DEL,municipality
84746,,ESTE,municipality
84747,," , ",rw
84748,,CIUDAD,province
84749,,DE,province
84750,,LA,province
84751,,HABANA,province
84752,Sentence 4401,96,principal_street
84753,,etr.,rw
84754,,Calzada,rw
84755,,7,first_side_street
84756,,y,rw
84757,,7,second_side_street
84758,,A,second_side_street
84759,,COJIMAR,locality
84760,,HABANA,municipality
84761,,DEL,municipality
84762,,ESTE,municipality
84763,," , ",rw
84764,,CIUDAD,province
84765,,DE,province
84766,,LA,province
84767,,HABANA,province
84768,Sentence 4402,96,principal_street
84769,,e/,rw
84770,,7,first_side_street
84771,,y,rw
84772,,SEPTIMA,second_side_street
84773,,A,second_side_street
84774,," , ",rw
84775,,COJIMAR,locality
84776,,HABANA,municipality
84777,,DEL,municipality
84778,,ESTE,municipality
84779,,CIUDAD,province
84780,,DE,province
84781,,LA,province
84782,,HABANA,province
84783,Sentence 4403,96,principal_street
84784,,E/,rw
84785,,7,first_side_street
84786,,y,rw
84787,,Ctra,rw
84788,,7MA,second_side_street
84789,,A,second_side_street
84790,," , ",rw
84791,,COJIMAR,locality
84792,," , ",rw
84793,,HABANA,municipality
84794,,DEL,municipality
84795,,ESTE,municipality
84796,," , ",rw
84797,,CIUDAD,province
84798,,DE,province
84799,,LA,province
84800,,HABANA,province
84801,Sentence 4404,96,principal_street
84802,,ed,rw
84803,,A,building
84804,,aptto,rw
84805,,31,apartment
84806,,e,rw
84807,,/,rw
84808,,7MA,first_side_street
84809,,Calzada,rw
84810,,y,rw
84811,,7,second_side_street
84812,,A,second_side_street
84813,,COJIMAR,locality
84814,,Mun,rw
84815,,HABANA,municipality
84816,,DEL,municipality
84817,,ESTE,municipality
84818,," , ",rw
84819,,CIUDAD,province
84820,,DE,province
84821,,LA,province
84822,,HABANA,province
84823,Sentence 4405,calle,rw
84824,,96,principal_street
84825,,ed.,rw
84826,,num,rw
84827,,793C40,building
84828,,ap,rw
84829,,74,apartment
84830,,entre,rw
84831,,7MA,first_side_street
84832,,Ave,rw
84833,,y,rw
84834,,SEPTIMA,second_side_street
84835,,A,second_side_street
84836,,COJIMAR,locality
84837,," , ",rw
84838,,HABANA,municipality
84839,,DEL,municipality
84840,,ESTE,municipality
84841,," , ",rw
84842,,CIUDAD,province
84843,,DE,province
84844,,LA,province
84845,,HABANA,province
84846,Sentence 4406,96,principal_street
84847,,Edif.,rw
84848,,1G8224,building
84849,,e,rw
84850,,/,rw
84851,,7MA,first_side_street
84852,,Calzada,rw
84853,,&,rw
84854,,calle,rw
84855,,7MA,second_side_street
84856,,A,second_side_street
84857,," , ",rw
84858,,COJIMAR,locality
84859,,HABANA,municipality
84860,,DEL,municipality
84861,,ESTE,municipality
84862,,prcia,rw
84863,,CIUDAD,province
84864,,DE,province
84865,,LA,province
84866,,HABANA,province
84867,Sentence 4407,19,principal_street
84868,,edificio,rw
84869,,7H071,building
84870,,apartamento,rw
84871,,101,apartment
84872,,e/,rw
84873,,VIA,first_side_street
84874,,BLANCA,first_side_street
84875,,y,rw
84876,,94,second_side_street
84877,,ANTONIO,locality
84878,,GUITERAS,locality
84879,,HABANA,municipality
84880,,DEL,municipality
84881,,ESTE,municipality
84882,," , ",rw
84883,,CIUDAD,province
84884,,DE,province
84885,,LA,province
84886,,HABANA,province
84887,Sentence 4408,19,principal_street
84888,,entre,rw
84889,,Carr,rw
84890,,MARCO,first_side_street
84891,,y,rw
84892,,92,second_side_street
84893,,A,second_side_street
84894,," , ",rw
84895,,poblado,rw
84896,,ANTONIO,locality
84897,,GUITERAS,locality
84898,," , ",rw
84899,,HABANA,municipality
84900,,DEL,municipality
84901,,ESTE,municipality
84902,," , ",rw
84903,,CIUDAD,province
84904,,DE,province
84905,,LA,province
84906,,HABANA,province
84907,Sentence 4409,19,principal_street
84908,,ed,rw
84909,,G,building
84910,,apartamento,rw
84911,,37,apartment
84912,,\,rw
84913,,ANTONIO,first_side_street
84914,,MACEO,first_side_street
84915,,y,rw
84916,,calle,rw
84917,,92,second_side_street
84918,,A,second_side_street
84919,,ANTONIO,locality
84920,,GUITERAS,locality
84921,,HABANA,municipality
84922,,DEL,municipality
84923,,ESTE,municipality
84924,," , ",rw
84925,,CIUDAD,province
84926,,DE,province
84927,,LA,province
84928,,HABANA,province
84929,Sentence 4410,pasaje,rw
84930,,19,principal_street
84931,,edificio,rw
84932,,num.,rw
84933,,4B0213,building
84934,,apart.,rw
84935,,69,apartment
84936,,E/,rw
84937,,94,first_side_street
84938,,&%,rw
84939,,calz,rw
84940,,92,second_side_street
84941,,A,second_side_street
84942,," , ",rw
84943,,reparto,rw
84944,,ANTONIO,locality
84945,,GUITERAS,locality
84946,," , ",rw
84947,,HABANA,municipality
84948,,DEL,municipality
84949,,ESTE,municipality
84950,," , ",rw
84951,,CIUDAD,province
84952,,DE,province
84953,,LA,province
84954,,HABANA,province
84955,Sentence 4411,calz,rw
84956,,19,principal_street
84957,,entre,rw
84958,,PINOS,first_side_street
84959,,&,rw
84960,,92,second_side_street
84961,,A,second_side_street
84962,,rpt,rw
84963,,ANTONIO,locality
84964,,GUITERAS,locality
84965,," , ",rw
84966,,HABANA,municipality
84967,,DEL,municipality
84968,,ESTE,municipality
84969,,CIUDAD,province
84970,,DE,province
84971,,LA,province
84972,,HABANA,province
84973,Sentence 4412,avenida,rw
84974,,19,principal_street
84975,,entre,rw
84976,,Ave,rw
84977,,92,first_side_street
84978,,y,rw
84979,,92,second_side_street
84980,,A,second_side_street
84981,," , ",rw
84982,,rpt,rw
84983,,ANTONIO,locality
84984,,GUITERAS,locality
84985,,HABANA,municipality
84986,,DEL,municipality
84987,,ESTE,municipality
84988,," , ",rw
84989,,CIUDAD,province
84990,,DE,province
84991,,LA,province
84992,,HABANA,province
84993,Sentence 4413,calle,rw
84994,,19,principal_street
84995,,Edif.,rw
84996,,A7,building
84997,,apttu,rw
84998,,6N4,apartment
84999,,E\,rw
85000,,cale,rw
85001,,PINOS,first_side_street
85002,,y,rw
85003,,92,second_side_street
85004,,A,second_side_street
85005,," , ",rw
85006,,ANTONIO,locality
85007,,GUITERAS,locality
85008,,HABANA,municipality
85009,,EL,municipality
85010,,ESTE,municipality
85011,," , ",rw
85012,,CIUDAD,province
85013,,Da,province
85014,,LA,province
85015,,HABAA,province
85016,Sentence 4414,19,principal_street
85017,,%,rw
85018,,92,first_side_street
85019,,y,rw
85020,,92,second_side_street
85021,,A,second_side_street
85022,," , ",rw
85023,,ANTONIO,locality
85024,,GUITERAS,locality
85025,," , ",rw
85026,,HABANA,municipality
85027,,DEL,municipality
85028,,ESTE,municipality
85029,," , ",rw
85030,,CIUDAD,province
85031,,DE,province
85032,,LA,province
85033,,HABANA,province
85034,Sentence 4415,ave.,rw
85035,,19,principal_street
85036,,e/c,rw
85037,,G,first_side_street
85038,,&,rw
85039,,92,second_side_street
85040,,A,second_side_street
85041,,ANTONIO,locality
85042,,GUITERAS,locality
85043,," , ",rw
85044,,HABANA,municipality
85045,,DEL,municipality
85046,,ESTE,municipality
85047,," , ",rw
85048,,CIUDAD,province
85049,,DE,province
85050,,LA,province
85051,,HABANA,province
85052,Sentence 4416,19,principal_street
85053,,entre,rw
85054,,ctra,rw
85055,,88,first_side_street
85056,,&,rw
85057,,Carr.,rw
85058,,92,second_side_street
85059,,A,second_side_street
85060,,edificio,rw
85061,,13657,building
85062,,apt.,rw
85063,,10,apartment
85064,,rpt,rw
85065,,ANTONIO,locality
85066,,GUITERAS,locality
85067,," , ",rw
85068,,HABANA,municipality
85069,,DEL,municipality
85070,,ESTE,municipality
85071,," , ",rw
85072,,CIUDAD,province
85073,,DE,province
85074,,LA,province
85075,,HABANA,province
85076,Sentence 4417,calle,rw
85077,,19,principal_street
85078,,entre,rw
85079,,ave,rw
85080,,G,first_side_street
85081,,y,rw
85082,,calle,rw
85083,,17,second_side_street
85084,,A,second_side_street
85085,,edi,rw
85086,,C,building
85087,," , ",rw
85088,,VIA,locality
85089,,TUNEL,locality
85090,," , ",rw
85091,,HABANA,municipality
85092,,DEL,municipality
85093,,ESTE,municipality
85094,," , ",rw
85095,,CIUDAD,province
85096,,DE,province
85097,,LA,province
85098,,HABANA,province
85099,Sentence 4418,avenida,rw
85100,,96,principal_street
85101,,ed.,rw
85102,,7H965,building
85103,,ap,rw
85104,,num.,rw
85105,,27,apartment
85106,,e/c,rw
85107,,5,first_side_street
85108,,C,first_side_street
85109,,y,rw
85110,,QUINTA,second_side_street
85111,,E,second_side_street
85112,," , ",rw
85113,,PLAYAS,locality
85114,,DE,locality
85115,,MIRAMAR,locality
85116,," , ",rw
85117,,PLAYA,municipality
85118,," , ",rw
85119,,CIUDAD,province
85120,,DE,province
85121,,LA,province
85122,,HABANA,province
85123,Sentence 4419,96,principal_street
85124,,etr.,rw
85125,,5,first_side_street
85126,,C,first_side_street
85127,,y,rw
85128,,Ave,rw
85129,,5TA,second_side_street
85130,,E,second_side_street
85131,,localidad,rw
85132,,PLAYAS,locality
85133,,DE,locality
85134,,MIRAMAR,locality
85135,," , ",rw
85136,,PLAYA,municipality
85137,,CIUDAD,province
85138,,DE,province
85139,,LA,province
85140,,HABANA,province
85141,Sentence 4420,rpt,rw
85142,,PLAYAS,locality
85143,,DE,locality
85144,,MIRAMAR,locality
85145,,PLAYA,municipality
85146,,96,principal_street
85147,,Edifi,rw
85148,,279,building
85149,,CIUDAD,province
85150,,DE,province
85151,,LA,province
85152,,HABANA,province
85153,,e/,rw
85154,,Carr,rw
85155,,QUINTA,first_side_street
85156,,C,first_side_street
85157,,y,rw
85158,,avenida,rw
85159,,5,second_side_street
85160,,E,second_side_street
85161,Sentence 4421,ave.,rw
85162,,96,principal_street
85163,,EDIFICIO,rw
85164,,#,rw
85165,,181,building
85166,,apto,rw
85167,,I57,apartment
85168,,e/c,rw
85169,,QUINTA,first_side_street
85170,,C,first_side_street
85171,,y,rw
85172,,ave,rw
85173,,QUINTA,second_side_street
85174,,E,second_side_street
85175,," , ",rw
85176,,PLAYAS,locality
85177,,DE,locality
85178,,MIRAMAR,locality
85179,," , ",rw
85180,,PLAYA,municipality
85181,," , ",rw
85182,,Pro.,rw
85183,,CIUDAD,province
85184,,DE,province
85185,,LA,province
85186,,HABANA,province
85187,Sentence 4422,calle,rw
85188,,96,principal_street
85189,,Edifi,rw
85190,,9788D65,building
85191,,entre,rw
85192,,calzada,rw
85193,,QUINTA,first_side_street
85194,,C,first_side_street
85195,,y,rw
85196,,Carr.,rw
85197,,5TA,second_side_street
85198,,E,second_side_street
85199,,PLAYAS,locality
85200,,DDE,locality
85201,,MIRAMAR,locality
85202,," , ",rw
85203,,PLAYA,municipality
85204,," , ",rw
85205,,CIUDAD,province
85206,,DE,province
85207,,LA,province
85208,,HABANA,province
85209,Sentence 4423,96,principal_street
85210,,E/,rw
85211,,czda.,rw
85212,,5TA,first_side_street
85213,,C,first_side_street
85214,,y,rw
85215,,5,second_side_street
85216,,E,second_side_street
85217,," , ",rw
85218,,PLAYAS,locality
85219,,DE,locality
85220,,MIRAMAR,locality
85221,,"  , ",rw
85222,,PLAYA,municipality
85223,," , ",rw
85224,,CIUDAD,province
85225,,DE,province
85226,,LA,province
85227,,HABANA,province
85228,Sentence 4424,96,principal_street
85229,,Edif.,rw
85230,,50,building
85231,,apart.,rw
85232,,D42,apartment
85233,,entre,rw
85234,,5TA,first_side_street
85235,,C,first_side_street
85236,,y,rw
85237,,QUINTA,second_side_street
85238,,E,second_side_street
85239,," , ",rw
85240,,PLAYAS,locality
85241,,DE,locality
85242,,MIRAMAR,locality
85243,," , ",rw
85244,,PLAYA,municipality
85245,," , ",rw
85246,,CIUDAD,province
85247,,DE,province
85248,,LA,province
85249,,HABANA,province
85250,Sentence 4425,Calzada,rw
